Date;Open;High;Low;Close;Adj Close;Volume;Rendimento;Rend %
23/08/22;114320000;115930000;114300003;114769997;114769997;14390700;-0,00261;-0,26071
24/08/22;114449997;115717003;113779999;114699997;114699997;16051200;-0,00061;-0,06099
25/08/22;115150002;117779999;115050003;117699997;117699997;14874700;0,02616;2,61552
26/08/22;115809998;116599998;111220001;111300003;111300003;31698700;-0,05438;-5,43755
29/08/22;110779999;111959999;109809998;110339996;110339996;20386100;-0,00863;-0,86254
30/08/22;111029999;111370003;108800003;109910004;109910004;20548200;-0,00390;-0,38970
31/08/22;111629997;111769997;109050003;109150002;109150002;25898000;-0,00691;-0,69148
01/09/22;109199997;111220001;108190002;110550003;110550003;22784400;0,01283;1,28264
02/09/22;111339996;111675003;108129997;108680000;108680000;20618100;-0,01692;-1,69154
06/09/22;108135002;108879997;106510002;107480003;107480003;20565100;-0,01104;-1,10416
07/09/22;107760002;110989998;107614998;110480003;110480003;22987200;0,02791;2,79122
08/09/22;109180000;110580002;108059998;109419998;109419998;21660700;-0,00959;-0,95945
09/09/22;110050003;112000000;110000000;111779999;111779999;21732900;0,02157;2,15683
12/09/22;111989998;112639999;110930000;111870003;111870003;19732900;0,00081;0,08052
13/09/22;108889999;109370003;105000000;105309998;105309998;33015000;-0,05864;-5,86395
14/09/22;105440002;106099998;104500000;105870003;105870003;22115800;0,00532;0,53177
15/09/22;105010002;106209999;103309998;103900002;103900002;26494900;-0,01861;-1,86077
16/09/22;102970001;104029999;101855003;103629997;103629997;64540100;-0,00260;-0,25987
19/09/22;102540001;104019997;102370003;103849998;103849998;19738600;0,00212;0,21229
20/09/22;102879997;103169998;101120003;101830002;101830002;24001700;-0,01945;-1,94511
21/09/22;102239998;103489998;99989998;100010002;100010002;26596800;-0,01787;-1,78729
22/09/22;99449997;101680000;99410004;100570000;100570000;21272700;0,00560;0,55994
23/09/22;100059998;100110001;98010002;99169998;99169998;25657000;-0,01392;-1,39207
26/09/22;98610001;100440002;98379997;98809998;98809998;22437900;-0,00363;-0,36301
27/09/22;99910004;100459999;97339996;98089996;98089996;24225000;-0,00729;-0,72867
28/09/22;98019997;101400002;97800003;100739998;100739998;24617000;0,02702;2,70160
29/09/22;99300003;99300003;96519997;98089996;98089996;21921500;-0,02631;-2,63054
30/09/22;97730003;99494003;96029999;96150002;96150002;26277800;-0,01978;-1,97777
03/10/22;97220001;99970001;97019997;99300003;99300003;24840000;0,03276;3,27613
04/10/22;101040001;102720001;101040001;102410004;102410004;22580900;0,03132;3,13192
05/10/22;100690002;102739998;99739998;102220001;102220001;18475500;-0,00186;-0,18553
06/10/22;101500000;103730003;101500000;102239998;102239998;17156200;0,00020;0,01956
07/10/22;100650002;101419998;99209999;99570000;99570000;24249900;-0,02612;-2,61150
10/10/22;99849998;99989998;97870003;98709999;98709999;16529900;-0,00864;-0,86371
11/10/22;98250000;100120003;97250000;98050003;98050003;21617700;-0,00669;-0,66862
12/10/22;98269997;99648003;97669998;98300003;98300003;17343400;0,00255;0,25497
13/10/22;95930000;100529999;95269997;99709999;99709999;32812200;0,01434;1,43438
14/10/22;100625000;101290001;97029999;97180000;97180000;22624800;-0,02537;-2,53736
17/10/22;99519997;101769997;99510002;100779999;100779999;23311600;0,03704;3,70446
18/10/22;103940002;104220001;100650002;101389999;101389999;21610500;0,00605;0,60528
19/10/22;100699997;101658997;99635002;100290001;100290001;21573700;-0,01085;-1,08492
20/10/22;100820000;103000000;99970001;100529999;100529999;25125100;0,00239;0,23930
21/10/22;98459999;101620003;98230003;101480003;101480003;28988700;0,00945;0,94500
24/10/22;102089996;103099998;100300003;102970001;102970001;24680800;0,01468;1,46827
25/10/22;103300003;105099998;103019997;104930000;104930000;29910200;0,01903;1,90347
26/10/22;96760002;98540001;94570000;94820000;94820000;71504300;-0,09635;-9,63499
27/10/22;94309998;95169998;91900002;92599998;92599998;54036500;-0,02341;-2,34128
28/10/22;92529999;96860001;92322998;96580002;96580002;35696900;0,04298;4,29806
31/10/22;95779999;96349998;94379997;94660004;94660004;29868700;-0,01988;-1,98799
01/11/22;95589996;96165001;90430000;90500000;90500000;43220600;-0,04395;-4,39468
02/11/22;90910004;91300003;87010002;87070000;87070000;43553600;-0,03790;-3,79006
03/11/22;86345001;86550003;83449997;83489998;83489998;48510400;-0,04112;-4,11164
04/11/22;85510002;86730003;83879997;86699997;86699997;40173300;0,03845;3,84477
07/11/22;87339996;88940002;86959999;88650002;88650002;26899900;0,02249;2,24914
08/11/22;89160004;90404999;87650002;88910004;88910004;30172000;0,00293;0,29329
09/11/22;88544998;89489998;87360001;87400002;87400002;26743900;-0,01698;-1,69835
10/11/22;92339996;94550003;91650002;94169998;94169998;42371200;0,07746;7,74599
11/11/22;94709999;97360001;94160004;96730003;96730003;30569100;0,02718;2,71849
14/11/22;95500000;97180000;95112999;96029999;96029999;24170100;-0,00724;-0,72367
15/11/22;98669998;100419998;97019997;98720001;98720001;31831000;0,02801;2,80121
16/11/22;98019997;99849998;97902000;98989998;98989998;24660200;0,00273;0,27350
17/11/22;97180000;99480003;97099998;98500000;98500000;21818700;-0,00495;-0,49500
